EmployeeNumber,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,YearlyIncome
5484,Y,Yes,18.0,3.0,3.0,80.0,0.0,8.0,2.0,3.0,7735.0,2.0,2.0,2.0,No,48828.0
5485,Y,Yes,18.0,3.0,3.0,80.0,0.0,8.0,2.0,3.0,7735.0,2.0,2.0,2.0,Yes,48828.0
5486,Y,Yes,13.0,3.0,1.0,80.0,0.0,8.0,1.0,3.0,1.0,8251.0,0.0,1.0,No,70992.0
5487,Y,Yes,13.0,3.0,1.0,80.0,0.0,8.0,1.0,3.0,1.0,8251.0,0.0,1.0,Yes,70992.0
5488,Y,No,16.0,3.0,1.0,80.0,2.0,6.0,2.0,3.0,2506.0,3.0,1.0,3.0,No,47460.0
5489,Y,No,16.0,3.0,1.0,80.0,2.0,6.0,2.0,3.0,2506.0,3.0,1.0,3.0,No,47460.0
5490,Y,No,16.0,3.0,1.0,80.0,2.0,6.0,2.0,3.0,2506.0,3.0,1.0,3.0,No,47460.0
5491,Y,No,12.0,3.0,1.0,80.0,0.0,21.0,3.0,3.0,20.0,8.0,4204.0,10.0,No,160092.0
5492,Y,No,12.0,3.0,1.0,80.0,0.0,21.0,3.0,3.0,20.0,8.0,4204.0,10.0,Yes,160092.0
5493,Y,No,12.0,3.0,1.0,80.0,0.0,21.0,3.0,3.0,20.0,8.0,4204.0,10.0,Yes,160092.0
5494,Y,No,22.0,4.0,2.0,80.0,2.0,21.0,3.0,3.0,21.0,16.0,5.0,7032.0,Yes,239676.0
5495,Y,No,22.0,4.0,2.0,80.0,2.0,21.0,3.0,3.0,21.0,16.0,5.0,7032.0,Yes,239676.0
5496,Y,Yes,15.0,3.0,3.0,80.0,1.0,9.0,2.0,3.0,9.0,8.0,0.0,8.0,Yes,43596.0
5497,Y,Yes,15.0,3.0,3.0,80.0,1.0,9.0,2.0,3.0,9.0,8.0,0.0,8.0,Yes,43596.0
5498,Y,Yes,15.0,3.0,3.0,80.0,1.0,9.0,2.0,3.0,9.0,8.0,0.0,8.0,Yes,43596.0
5499,Y,No,19.0,3.0,2.0,80.0,0.0,4196.0,2.0,3.0,1.0,0.0,0.0,0.0,Yes,35676.0
5500,Y,No,19.0,3.0,2.0,80.0,0.0,4196.0,2.0,3.0,1.0,0.0,0.0,0.0,No,35676.0
5501,Y,No,19.0,3.0,2.0,80.0,0.0,4196.0,2.0,3.0,1.0,0.0,0.0,0.0,Yes,35676.0
5502,Y,No,11.0,3.0,1.0,80.0,1.0,15.0,2.0,2.0,12.0,11.0,2.0,11.0,Yes,130260.0
5503,Y,No,11.0,3.0,1.0,80.0,1.0,15.0,2.0,2.0,12.0,11.0,2.0,11.0,Yes,130260.0
5504,Y,No,24.0,4.0,3.0,80.0,1.0,10.0,3.0,3.0,10.0,7.0,0.0,7.0,No,32400.0
5505,Y,No,24.0,4.0,3.0,80.0,1.0,10.0,3.0,3.0,10.0,7.0,0.0,7.0,No,32400.0
5506,Y,No,17.0,3.0,1.0,80.0,2.0,9.0,3.0,3.0,9.0,8.0,4.0,7.0,No,39828.0
5507,Y,No,20.0,4.0,4.0,80.0,0.0,2450.0,3.0,3.0,2.0,2.0,2.0,2.0,No,33276.0
5508,Y,No,20.0,4.0,4.0,80.0,0.0,2450.0,3.0,3.0,2.0,2.0,2.0,2.0,Yes,33276.0
5509,Y,No,20.0,4.0,4.0,80.0,0.0,2450.0,3.0,3.0,2.0,2.0,2.0,2.0,No,33276.0
5510,Y,No,11.0,3.0,3.0,80.0,0.0,8.0,2.0,2.0,0.0,0.0,0.0,0.0,Yes,30732.0
5511,Y,No,11.0,3.0,3.0,80.0,0.0,8.0,2.0,2.0,0.0,0.0,0.0,0.0,Yes,30732.0
5512,Y,No,11.0,3.0,3.0,80.0,0.0,8.0,2.0,2.0,0.0,0.0,0.0,0.0,No,30732.0
5513,Y,No,11.0,3.0,2.0,80.0,1.0,5.0,3.0,3.0,4.0,4925.0,0.0,2.0,Yes,36492.0
5514,Y,No,11.0,3.0,2.0,80.0,1.0,5.0,3.0,3.0,4.0,4925.0,0.0,2.0,Yes,36492.0
5515,Y,No,11.0,3.0,2.0,80.0,1.0,5.0,3.0,3.0,4.0,4925.0,0.0,2.0,Yes,36492.0
5516,Y,No,13.0,3.0,2.0,80.0,1.0,8.0,2.0,3.0,5.0,2.0,0.0,4.0,Yes,25716.0
5517,Y,No,13.0,3.0,2.0,80.0,1.0,8.0,2.0,3.0,5.0,2.0,0.0,4.0,No,25716.0
5518,Y,No,13.0,3.0,2.0,80.0,1.0,8.0,2.0,3.0,5.0,2.0,0.0,4.0,Yes,25716.0
5519,Y,No,11.0,3.0,1.0,80.0,2.0,10.0,2.0,3.0,10.0,0.0,0.0,2.0,No,65712.0
5520,Y,No,11.0,3.0,1.0,80.0,2.0,10.0,2.0,3.0,10.0,0.0,0.0,2.0,Yes,65712.0
5521,Y,No,11.0,3.0,1.0,80.0,2.0,10.0,2.0,3.0,10.0,0.0,0.0,2.0,Yes,65712.0
5522,Y,No,14.0,3.0,4.0,80.0,1.0,3.0,2.0,3.0,2.0,3723.0,2.0,1.0,Yes,25740.0
5523,Y,No,13.0,3.0,4.0,80.0,0.0,6.0,3.0,3.0,0.0,4194.0,0.0,0.0,Yes,27480.0
5524,Y,No,13.0,3.0,4.0,80.0,0.0,6.0,3.0,3.0,0.0,4194.0,0.0,0.0,Yes,27480.0
5525,Y,No,14.0,3.0,4.0,80.0,1.0,11.0,5.0,3.0,11.0,10.0,4.0,2811.0,No,95016.0
5526,Y,No,14.0,3.0,2.0,80.0,0.0,27.0,3.0,3.0,15.0,11.0,4.0,8.0,Yes,131988.0
5527,Y,No,14.0,3.0,2.0,80.0,0.0,27.0,3.0,3.0,15.0,11.0,4.0,8.0,Yes,131988.0
5528,Y,Yes,16.0,3.0,3.0,80.0,1.0,15.0,2.0,3.0,1.0,4323.0,1.0,0.0,Yes,69732.0
5529,Y,Yes,16.0,3.0,3.0,80.0,1.0,15.0,2.0,3.0,1.0,4323.0,1.0,0.0,Yes,69732.0
5530,Y,No,12.0,3.0,1.0,80.0,0.0,10.0,2.0,2.0,10.0,7.0,1.0,9.0,Yes,104664.0
5531,Y,No,12.0,3.0,1.0,80.0,0.0,10.0,2.0,2.0,10.0,7.0,1.0,9.0,No,104664.0
5532,Y,No,12.0,3.0,1.0,80.0,0.0,10.0,2.0,2.0,10.0,7.0,1.0,9.0,Yes,104664.0
5533,Y,No,23.0,4.0,4.0,80.0,0.0,12.0,2.0,3.0,12.0,8.0,3.0,7.0,Yes,48132.0
5534,Y,No,23.0,4.0,4.0,80.0,0.0,12.0,2.0,3.0,12.0,8.0,3.0,7.0,No,48132.0
5535,Y,No,20.0,4.0,1.0,80.0,0.0,8.0,2.0,3.0,7.0,7.0,0.0,5.0,Yes,48336.0
5536,Y,No,20.0,4.0,1.0,80.0,0.0,8.0,2.0,3.0,7.0,7.0,0.0,5.0,Yes,48336.0
5537,Y,No,15.0,3.0,1.0,80.0,1.0,6907.0,2.0,3.0,21.0,9.0,13.0,3.0,No,231264.0
5538,Y,No,15.0,3.0,1.0,80.0,1.0,6907.0,2.0,3.0,21.0,9.0,13.0,3.0,No,231264.0
5539,Y,Yes,11.0,3.0,1.0,80.0,0.0,8095.0,3.0,3.0,10.0,8.0,9.0,7.0,No,40176.0
5540,Y,Yes,11.0,3.0,1.0,80.0,0.0,8095.0,3.0,3.0,10.0,8.0,9.0,7.0,Yes,40176.0
5541,Y,Yes,11.0,3.0,1.0,80.0,0.0,8095.0,3.0,3.0,10.0,8.0,9.0,7.0,No,40176.0
5542,Y,No,16.0,3.0,4.0,80.0,0.0,9.0,3.0,3.0,9.0,8.0,4.0,7.0,Yes,115428.0
5543,Y,No,16.0,3.0,4.0,80.0,0.0,9.0,3.0,3.0,9.0,8.0,4.0,7.0,Yes,115428.0
5544,Y,No,16.0,3.0,4.0,80.0,0.0,9.0,3.0,3.0,9.0,8.0,4.0,7.0,Yes,115428.0
5545,Y,No,11.0,3.0,1.0,80.0,0.0,10.0,2.0,3.0,9066.0,8.0,4.0,7.0,Yes,89352.0
5546,Y,No,14.0,3.0,1.0,80.0,0.0,4.0,2.0,4.0,3.0,1.0,0.0,2.0,Yes,30000.0
5547,Y,No,13.0,3.0,4.0,80.0,2.0,11.0,2.0,3.0,10.0,8.0,1.0,9.0,Yes,69300.0
5548,Y,No,13.0,3.0,4.0,80.0,2.0,11.0,2.0,3.0,10.0,8.0,1.0,9.0,No,69300.0
5549,Y,Yes,11.0,3.0,4.0,80.0,0.0,2.0,6.0,3.0,2.0,4558.0,1.0,2.0,Yes,28560.0
5550,Y,Yes,11.0,3.0,4.0,80.0,0.0,2.0,6.0,3.0,2.0,4558.0,1.0,2.0,No,28560.0
5551,Y,Yes,11.0,3.0,4.0,80.0,0.0,2.0,6.0,3.0,2.0,4558.0,1.0,2.0,Yes,28560.0
5552,Y,No,12.0,3.0,3.0,80.0,1.0,11.0,4.0,2.0,1.0,1858.0,0.0,0.0,Yes,57216.0
5553,Y,No,12.0,3.0,3.0,80.0,1.0,11.0,4.0,2.0,1.0,1858.0,0.0,0.0,Yes,57216.0
5554,Y,No,13.0,3.0,3.0,80.0,3.0,4409.0,2.0,3.0,5.0,0.0,0.0,4.0,No,60840.0
5555,Y,No,13.0,3.0,3.0,80.0,3.0,4409.0,2.0,3.0,5.0,0.0,0.0,4.0,Yes,60840.0
5556,Y,No,13.0,3.0,3.0,80.0,3.0,4409.0,2.0,3.0,5.0,0.0,0.0,4.0,No,60840.0
5557,Y,No,19.0,3.0,3.0,80.0,1.0,10.0,1.0,3.0,3.0,2.0,1.0,2.0,Yes,68832.0
5558,Y,No,19.0,3.0,3.0,80.0,1.0,10.0,1.0,3.0,3.0,2.0,1.0,2.0,No,68832.0
5559,Y,No,19.0,3.0,3.0,80.0,1.0,10.0,1.0,3.0,3.0,2.0,1.0,2.0,Yes,68832.0
5560,Y,No,22.0,4.0,4.0,80.0,1.0,10.0,3.0,2.0,7.0,7125.0,1.0,7.0,Yes,70980.0
5561,Y,No,22.0,4.0,4.0,80.0,1.0,10.0,3.0,2.0,7.0,7125.0,1.0,7.0,Yes,70980.0
5562,Y,No,18.0,3.0,4.0,80.0,1.0,5.0,5.0,2.0,4.0,2.0,1.0,5256.0,No,48132.0
5563,Y,No,14.0,3.0,4.0,80.0,1.0,23.0,2.0,4.0,20.0,4.0,4.0,8.0,Yes,162300.0
5564,Y,No,14.0,3.0,4.0,80.0,1.0,23.0,2.0,4.0,20.0,4.0,4.0,8.0,No,162300.0
5565,Y,No,14.0,3.0,4.0,80.0,1.0,23.0,2.0,4.0,20.0,4.0,4.0,8.0,Yes,162300.0
5566,Y,Yes,18.0,3.0,2.0,80.0,0.0,16.0,2.0,2.0,3335.0,2.0,2.0,2.0,Yes,122508.0
5567,Y,Yes,18.0,3.0,2.0,80.0,0.0,16.0,2.0,2.0,3335.0,2.0,2.0,2.0,Yes,122508.0
5568,Y,Yes,18.0,3.0,2.0,80.0,0.0,16.0,2.0,2.0,3335.0,2.0,2.0,2.0,Yes,122508.0
5569,Y,Yes,12.0,3.0,3.0,80.0,1.0,6.0,4.0,3.0,5.0,2.0,0.0,3.0,Yes,57852.0
5570,Y,Yes,12.0,3.0,3.0,80.0,1.0,6.0,4.0,3.0,5.0,2.0,0.0,3.0,Yes,57852.0
5571,Y,No,17.0,3.0,3.0,80.0,1.0,9.0,2.0,3.0,5.0,3.0,1.0,2.0,No,35688.0
5572,Y,No,17.0,3.0,3.0,80.0,1.0,9.0,2.0,3.0,5.0,3.0,1.0,2.0,No,35688.0
5573,Y,No,17.0,3.0,3.0,80.0,1.0,9.0,2.0,3.0,5.0,3.0,1.0,2.0,No,35688.0
5574,Y,No,18.0,3.0,2.0,80.0,1.0,23.0,4.0,3.0,3.0,2.0,1.0,6162.0,Yes,131712.0
5575,Y,Yes,18.0,3.0,4.0,80.0,2.0,5482.0,4.0,4.0,3.0,1.0,1.0,2.0,Yes,112560.0
5576,Y,Yes,18.0,3.0,4.0,80.0,2.0,5482.0,4.0,4.0,3.0,1.0,1.0,2.0,No,112560.0
5577,Y,Yes,18.0,3.0,4.0,80.0,2.0,5482.0,4.0,4.0,3.0,1.0,1.0,2.0,No,112560.0
5578,Y,Yes,16.0,3.0,2.0,80.0,1.0,18.0,3.0,3.0,1.0,0.0,0.0,0.0,Yes,78192.0
5579,Y,Yes,16.0,3.0,2.0,80.0,1.0,18.0,3.0,3.0,1.0,0.0,0.0,0.0,Yes,78192.0
5580,Y,Yes,16.0,3.0,2.0,80.0,1.0,18.0,3.0,3.0,1.0,0.0,0.0,0.0,No,78192.0
5581,Y,No,11.0,3.0,4.0,80.0,1.0,14.0,4.0,1.0,10.0,9.0,9.0,8.0,Yes,28068.0
5582,Y,No,11.0,3.0,4.0,80.0,1.0,14.0,4.0,1.0,10.0,9.0,9.0,8.0,Yes,28068.0
5583,Y,No,21.0,4.0,2.0,80.0,0.0,10.0,6.0,3.0,10.0,8.0,5392.0,7.0,Yes,60036.0
5584,Y,No,21.0,4.0,2.0,80.0,0.0,10.0,6.0,3.0,10.0,8.0,5392.0,7.0,Yes,60036.0
5585,Y,No,21.0,4.0,2.0,80.0,0.0,10.0,6.0,3.0,10.0,8.0,5392.0,7.0,Yes,60036.0
5586,Y,No,23.0,4.0,1.0,80.0,0.0,28.0,2.0,3.0,26.0,4435.0,15.0,9.0,Yes,204576.0
5587,Y,No,23.0,4.0,1.0,80.0,0.0,28.0,2.0,3.0,26.0,4435.0,15.0,9.0,Yes,204576.0
5588,Y,No,23.0,4.0,1.0,80.0,0.0,28.0,2.0,3.0,26.0,4435.0,15.0,9.0,Yes,204576.0
5589,Y,No,13.0,3.0,1.0,80.0,2.0,10.0,3.0,3.0,10.0,8935.0,0.0,6.0,No,87540.0
5590,Y,No,13.0,3.0,1.0,80.0,2.0,10.0,3.0,3.0,10.0,8935.0,0.0,6.0,Yes,87540.0
5591,Y,Yes,11.0,3.0,1.0,80.0,0.0,5.0,3.0,3.0,5.0,4.0,0.0,5242.0,Yes,53736.0
5592,Y,Yes,11.0,3.0,1.0,80.0,0.0,5.0,3.0,3.0,5.0,4.0,0.0,5242.0,Yes,53736.0
5593,Y,Yes,14.0,3.0,4.0,80.0,1.0,3.0,3.0,2.0,1.0,0.0,3486.0,0.0,Yes,28560.0
5594,Y,Yes,14.0,3.0,4.0,80.0,1.0,3.0,3.0,2.0,1.0,0.0,3486.0,0.0,No,28560.0
5595,Y,Yes,14.0,3.0,4.0,80.0,1.0,3.0,3.0,2.0,1.0,0.0,3486.0,0.0,Yes,28560.0
5596,Y,No,12.0,3.0,3.0,80.0,0.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,Yes,27456.0
5597,Y,No,12.0,3.0,3.0,80.0,0.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,Yes,27456.0
5598,Y,Yes,13.0,3.0,3.0,80.0,1.0,3.0,2.0,3.0,3.0,2.0,0.0,2.0,Yes,31908.0
5599,Y,Yes,13.0,3.0,3.0,80.0,1.0,3.0,2.0,3.0,3.0,2.0,0.0,2.0,No,31908.0
5600,Y,No,20.0,4.0,4.0,80.0,2.0,6.0,5.0,4.0,5.0,3.0,1.0,4.0,No,75264.0
5601,Y,No,20.0,4.0,4.0,80.0,2.0,6.0,5.0,4.0,5.0,3.0,1.0,4.0,Yes,75264.0
5602,Y,No,20.0,4.0,4.0,80.0,2.0,6.0,5.0,4.0,5.0,3.0,1.0,4.0,No,75264.0
5603,Y,No,12.0,3.0,4.0,80.0,1.0,6.0,3.0,3.0,2.0,2.0,3742.0,2.0,No,41616.0
5604,Y,Yes,13.0,3.0,3.0,80.0,0.0,21.0,2.0,3.0,21.0,6.0,2.0,8.0,Yes,130560.0
5605,Y,Yes,13.0,3.0,1.0,80.0,2.0,10.0,2.0,3.0,7.0,7.0,7.0,7.0,Yes,40068.0
5606,Y,Yes,13.0,3.0,1.0,80.0,2.0,10.0,2.0,3.0,7.0,7.0,7.0,7.0,Yes,40068.0
5607,Y,Yes,17.0,3.0,3.0,80.0,0.0,20.0,6.0,3.0,1.0,0.0,0.0,0.0,No,158292.0
5608,Y,Yes,17.0,3.0,3.0,80.0,0.0,20.0,6.0,3.0,1.0,0.0,0.0,0.0,No,158292.0
5609,Y,Yes,17.0,3.0,3.0,80.0,0.0,20.0,6.0,3.0,1.0,0.0,0.0,0.0,No,158292.0
5610,Y,No,19.0,3.0,4.0,80.0,2.0,9714.0,2.0,3.0,1.0,0.0,0.0,0.0,Yes,76008.0
5611,Y,No,19.0,3.0,4.0,80.0,2.0,9714.0,2.0,3.0,1.0,0.0,0.0,0.0,Yes,76008.0
5612,Y,No,13.0,3.0,2.0,80.0,1.0,15.0,3.0,3.0,15.0,12.0,5.0,11.0,Yes,162984.0
5613,Y,No,13.0,3.0,2.0,80.0,1.0,15.0,3.0,3.0,15.0,12.0,5.0,11.0,Yes,162984.0
5614,Y,Yes,13.0,3.0,3.0,80.0,0.0,20.0,3.0,3.0,18.0,13.0,2.0,17.0,Yes,56652.0
5615,Y,Yes,13.0,3.0,3.0,80.0,0.0,20.0,3.0,3.0,18.0,13.0,2.0,17.0,Yes,56652.0
5616,Y,Yes,13.0,3.0,3.0,80.0,0.0,20.0,3.0,3.0,18.0,13.0,2.0,17.0,Yes,56652.0
5617,Y,No,15.0,3.0,2.0,80.0,0.0,7.0,6.0,3.0,1.0,0.0,0.0,0.0,Yes,79836.0
5618,Y,No,15.0,3.0,2.0,80.0,0.0,7.0,6.0,3.0,1.0,0.0,0.0,0.0,Yes,79836.0
5619,Y,No,22.0,4.0,2.0,80.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,No,32316.0
5620,Y,No,22.0,4.0,2.0,80.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,Yes,32316.0
5621,Y,No,22.0,4.0,2.0,80.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,Yes,32316.0
5622,Y,Yes,18.0,3.0,4.0,80.0,0.0,5.0,3.0,3.0,5.0,3.0,0.0,3.0,Yes,50328.0
5623,Y,Yes,18.0,3.0,4.0,80.0,0.0,5.0,3.0,3.0,5.0,3.0,0.0,3.0,Yes,50328.0
5624,Y,Yes,18.0,3.0,4.0,80.0,0.0,5.0,3.0,3.0,5.0,3.0,0.0,3.0,Yes,50328.0
5625,Y,No,23.0,4.0,2.0,80.0,0.0,6.0,5.0,2.0,6.0,4986.0,1.0,4.0,Yes,74160.0
5626,Y,No,23.0,4.0,2.0,80.0,0.0,6.0,5.0,2.0,6.0,4986.0,1.0,4.0,Yes,74160.0
5627,Y,Yes,11.0,3.0,3.0,80.0,1.0,4.0,2.0,3.0,2.0,2.0,2.0,3922.0,Yes,54708.0
5628,Y,Yes,11.0,3.0,3.0,80.0,1.0,4.0,2.0,3.0,2.0,2.0,2.0,3922.0,Yes,54708.0
5629,Y,Yes,18.0,3.0,4.0,80.0,0.0,10.0,3.0,3.0,10.0,9.0,1.0,5.0,Yes,56676.0
5630,Y,No,13.0,3.0,3.0,80.0,0.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,Yes,33120.0
5631,Y,No,13.0,3.0,3.0,80.0,0.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,Yes,33120.0
5632,Y,Yes,11.0,3.0,2.0,80.0,1.0,8.0,2.0,2.0,7.0,9107.0,1.0,0.0,Yes,32892.0
5633,Y,Yes,11.0,3.0,2.0,80.0,1.0,8.0,2.0,2.0,7.0,9107.0,1.0,0.0,No,32892.0
5634,Y,No,18.0,3.0,4.0,80.0,2.0,4.0,2.0,3.0,1.0,0.0,0.0,0.0,Yes,44256.0
5635,Y,No,18.0,3.0,4.0,80.0,2.0,4.0,2.0,3.0,1.0,0.0,0.0,0.0,Yes,44256.0
5636,Y,Yes,14.0,3.0,4.0,80.0,1.0,23.0,4.0,2.0,22.0,7.0,1.0,10.0,Yes,228588.0
5637,Y,No,13.0,3.0,4.0,80.0,1.0,5.0,2.0,3.0,5.0,4.0,6401.0,4.0,Yes,43200.0
5638,Y,No,23.0,4.0,4.0,80.0,1.0,10.0,3.0,3.0,10.0,7137.0,1.0,7.0,No,61560.0
5639,Y,No,23.0,4.0,4.0,80.0,1.0,10.0,3.0,3.0,10.0,7137.0,1.0,7.0,No,61560.0
5640,Y,No,20.0,4.0,1.0,80.0,0.0,18.0,0.0,3.0,11.0,9.0,0.0,9.0,Yes,93348.0
5641,Y,No,11.0,3.0,2.0,80.0,1.0,5.0,3.0,3.0,5.0,4.0,0.0,4.0,No,44424.0
5642,Y,No,11.0,3.0,2.0,80.0,1.0,5.0,3.0,3.0,5.0,4.0,0.0,4.0,No,44424.0
5643,Y,No,14.0,3.0,3.0,80.0,3.0,8746.0,1.0,3.0,3.0,2.0,1.0,2.0,Yes,26784.0
5644,Y,No,14.0,3.0,3.0,80.0,3.0,8746.0,1.0,3.0,3.0,2.0,1.0,2.0,No,26784.0
5645,Y,Yes,13.0,3.0,4.0,80.0,1.0,12.0,2.0,3.0,5.0,3.0,2166.0,2.0,Yes,67920.0
5646,Y,Yes,12.0,3.0,3.0,80.0,0.0,23.0,3.0,3.0,5.0,3.0,4.0,4.0,Yes,207936.0
5647,Y,Yes,12.0,3.0,3.0,80.0,0.0,23.0,3.0,3.0,5.0,3.0,4.0,4.0,No,207936.0
5648,Y,Yes,12.0,3.0,3.0,80.0,0.0,23.0,3.0,3.0,5.0,3.0,4.0,4.0,Yes,207936.0
5649,Y,Yes,12.0,3.0,4.0,80.0,0.0,15.0,2.0,4.0,7.0,6.0,7.0,7.0,Yes,163320.0
5650,Y,Yes,12.0,3.0,4.0,80.0,0.0,15.0,2.0,4.0,7.0,6.0,7.0,7.0,Yes,163320.0
5651,Y,Yes,12.0,3.0,4.0,80.0,0.0,15.0,2.0,4.0,7.0,6.0,7.0,7.0,Yes,163320.0
5652,Y,No,15.0,3.0,3.0,80.0,1.0,5.0,2.0,3.0,5.0,4.0,1.0,2.0,Yes,55668.0
5653,Y,No,13.0,3.0,4.0,80.0,2.0,18.0,2.0,3.0,18.0,15.0,14.0,12.0,Yes,125220.0
5654,Y,No,13.0,3.0,4.0,80.0,2.0,18.0,2.0,3.0,18.0,15.0,14.0,12.0,No,125220.0
5655,Y,No,13.0,3.0,2.0,80.0,0.0,11.0,3.0,4.0,11.0,4656.0,3.0,10.0,Yes,45744.0
5656,Y,No,15.0,3.0,2.0,80.0,0.0,10.0,1.0,3.0,10.0,2515.0,0.0,9.0,Yes,91044.0
5657,Y,No,15.0,3.0,2.0,80.0,0.0,10.0,1.0,3.0,10.0,2515.0,0.0,9.0,No,91044.0
5658,Y,No,14.0,3.0,3.0,80.0,1.0,10.0,6.0,3.0,9.0,7.0,2.0,8.0,Yes,116856.0
5659,Y,Yes,12.0,3.0,2.0,80.0,1.0,13.0,5.0,2.0,10.0,6.0,8312.0,3.0,Yes,124416.0
5660,Y,Yes,12.0,3.0,2.0,80.0,1.0,13.0,5.0,2.0,10.0,6.0,8312.0,3.0,Yes,124416.0
5661,Y,No,15.0,3.0,4.0,80.0,1.0,11.0,3.0,3.0,7.0,7.0,1.0,7.0,No,82716.0
5662,Y,No,12.0,3.0,2.0,80.0,0.0,35.0,2.0,2.0,9.0,7635.0,8.0,8.0,No,199176.0
5663,Y,No,12.0,3.0,2.0,80.0,0.0,35.0,2.0,2.0,9.0,7635.0,8.0,8.0,Yes,199176.0
5664,Y,No,12.0,3.0,2.0,80.0,0.0,35.0,2.0,2.0,9.0,7635.0,8.0,8.0,No,199176.0
5665,Y,No,13.0,3.0,3.0,80.0,0.0,7.0,0.0,3.0,2.0,4461.0,2.0,2.0,Yes,30072.0
5666,Y,No,13.0,3.0,3.0,80.0,0.0,7.0,0.0,3.0,2.0,4461.0,2.0,2.0,No,30072.0
5667,Y,Yes,17.0,3.0,3.0,80.0,1.0,11.0,4.0,2.0,1621.0,4.0,1.0,2.0,Yes,55092.0
5668,Y,No,20.0,4.0,4.0,80.0,0.0,9.0,3.0,2.0,5.0,4.0,1.0,4.0,No,62856.0
5669,Y,No,20.0,4.0,4.0,80.0,0.0,9.0,3.0,2.0,5.0,4.0,1.0,4.0,No,62856.0
5670,Y,No,11.0,3.0,4.0,80.0,1.0,7825.0,2.0,3.0,9.0,7.0,4.0,2.0,No,81900.0
5671,Y,No,11.0,3.0,4.0,80.0,1.0,7825.0,2.0,3.0,9.0,7.0,4.0,2.0,No,81900.0
5672,Y,Yes,20.0,4.0,3.0,80.0,0.0,3.0,5.0,3.0,8120.0,0.0,0.0,0.0,No,28848.0
5673,Y,Yes,20.0,4.0,3.0,80.0,0.0,3.0,5.0,3.0,8120.0,0.0,0.0,0.0,Yes,28848.0
5674,Y,No,22.0,4.0,3.0,80.0,1.0,32.0,3.0,3.0,2.0,2.0,2.0,2.0,No,214272.0
5675,Y,No,24.0,4.0,1.0,80.0,0.0,7.0,4.0,3.0,1.0,7908.0,0.0,0.0,Yes,29748.0
5676,Y,No,24.0,4.0,1.0,80.0,0.0,7.0,4.0,3.0,1.0,7908.0,0.0,0.0,No,29748.0
5677,Y,No,12.0,3.0,4.0,80.0,0.0,14.0,6.0,3.0,11.0,10.0,5.0,8.0,Yes,139572.0
5678,Y,No,12.0,3.0,4.0,80.0,0.0,14.0,6.0,3.0,11.0,10.0,5.0,8.0,Yes,139572.0
5679,Y,Yes,13.0,3.0,4.0,80.0,1.0,9.0,3.0,3.0,3.0,2.0,0.0,2.0,Yes,66744.0
5680,Y,Yes,13.0,3.0,4.0,80.0,1.0,9.0,3.0,3.0,3.0,2.0,0.0,2.0,No,66744.0
5681,Y,Yes,13.0,3.0,4.0,80.0,1.0,9.0,3.0,3.0,3.0,2.0,0.0,2.0,No,66744.0
5682,Y,No,12.0,3.0,4.0,80.0,1.0,23.0,3.0,3.0,12.0,9.0,4.0,9.0,No,209580.0
5683,Y,No,12.0,3.0,4.0,80.0,1.0,23.0,3.0,3.0,12.0,9.0,4.0,9.0,Yes,209580.0
5684,Y,No,17.0,3.0,4.0,80.0,1.0,9.0,1.0,3.0,3.0,5735.0,0.0,2.0,Yes,77208.0
5685,Y,Yes,22.0,4.0,2.0,80.0,1.0,6463.0,3.0,2.0,5.0,3.0,0.0,4.0,Yes,58884.0
5686,Y,Yes,22.0,4.0,2.0,80.0,1.0,6463.0,3.0,2.0,5.0,3.0,0.0,4.0,No,58884.0
5687,Y,No,12.0,3.0,1.0,80.0,0.0,1.0,2.0,3.0,1.0,0.0,5994.0,0.0,No,16716.0
5688,Y,No,12.0,3.0,1.0,80.0,0.0,1.0,2.0,3.0,1.0,0.0,5994.0,0.0,Yes,16716.0
5689,Y,No,12.0,3.0,4.0,80.0,0.0,6.0,2.0,3.0,4.0,2.0,5894.0,2.0,Yes,56484.0
5690,Y,No,12.0,3.0,4.0,80.0,0.0,6.0,2.0,3.0,4.0,2.0,5894.0,2.0,Yes,56484.0
5691,Y,No,12.0,3.0,4.0,80.0,0.0,6.0,2.0,3.0,4.0,2.0,5894.0,2.0,Yes,56484.0
5692,Y,No,22.0,4.0,3.0,80.0,1.0,32.0,1.0,2.0,5.0,8835.0,1.0,3.0,No,208788.0
5693,Y,No,15.0,3.0,3.0,80.0,0.0,9.0,5.0,2.0,6.0,3.0,0.0,1.0,Yes,80352.0
5694,Y,No,11.0,3.0,1.0,80.0,1.0,22.0,3.0,3.0,19.0,7.0,11.0,16.0,Yes,201876.0
