EmployeeNumber,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked
5414,35.0,Travel_Rarely,1232.0,Sales,16.0,3.0,Marketing,1.0,3.0,Male,96.0,3.0,3.0,Sales Executive,2.0,Married,8020.0,5100.0,0.0
5415,35.0,Travel_Rarely,1232.0,Sales,16.0,3.0,Marketing,1.0,3.0,Male,96.0,3.0,3.0,Sales Executive,2.0,Married,8020.0,5100.0,0.0
5416,40.0,Travel_Frequently,791.0,Research & Development,547308.0,2.0,Medical,1.0,3.0,Female,38.0,4.0,2.0,Healthcare Representative,2.0,Married,4244.0,9931.0,1.0
5417,40.0,Travel_Frequently,791.0,Research & Development,547308.0,2.0,Medical,1.0,3.0,Female,38.0,4.0,2.0,Healthcare Representative,2.0,Married,4244.0,9931.0,1.0
5418,40.0,Travel_Frequently,791.0,Research & Development,547308.0,2.0,Medical,1.0,3.0,Female,38.0,4.0,2.0,Healthcare Representative,2.0,Married,4244.0,9931.0,1.0
5419,8901.0,Travel_Rarely,836.0,Research & Development,2.0,4.0,Technical Degree,1.0,2.0,Male,98.0,2.0,1.0,Research Scientist,4.0,Married,2662.0,7975.0,8.0
5420,8901.0,Travel_Rarely,836.0,Research & Development,2.0,4.0,Technical Degree,1.0,2.0,Male,98.0,2.0,1.0,Research Scientist,4.0,Married,2662.0,7975.0,8.0
5421,8901.0,Travel_Rarely,836.0,Research & Development,2.0,4.0,Technical Degree,1.0,2.0,Male,98.0,2.0,1.0,Research Scientist,4.0,Married,2662.0,7975.0,8.0
5422,2852.0,Non-Travel,1485.0,Research & Development,25.0,2.0,Life Sciences,1.0,3.0,Male,71.0,3.0,3.0,Healthcare Representative,3.0,Married,10920.0,3449.0,3.0
5423,2852.0,Non-Travel,1485.0,Research & Development,25.0,2.0,Life Sciences,1.0,3.0,Male,71.0,3.0,3.0,Healthcare Representative,3.0,Married,10920.0,3449.0,3.0
5424,2852.0,Non-Travel,1485.0,Research & Development,25.0,2.0,Life Sciences,1.0,3.0,Male,71.0,3.0,3.0,Healthcare Representative,3.0,Married,10920.0,3449.0,3.0
5425,2459.0,Travel_Rarely,1339.0,Sales,5.0,3.0,Life Sciences,1.0,2.0,Female,41.0,3.0,3.0,Sales Executive,4.0,Married,9419.0,8053.0,2.0
5426,2982.0,Travel_Frequently,1379.0,Research & Development,16.0,4.0,Medical,1.0,3.0,Male,64.0,4.0,2.0,Manufacturing Director,3.0,Divorced,5067.0,6759.0,1.0
5427,2982.0,Travel_Frequently,1379.0,Research & Development,16.0,4.0,Medical,1.0,3.0,Male,64.0,4.0,2.0,Manufacturing Director,3.0,Divorced,5067.0,6759.0,1.0
5428,2982.0,Travel_Frequently,1379.0,Research & Development,16.0,4.0,Medical,1.0,3.0,Male,64.0,4.0,2.0,Manufacturing Director,3.0,Divorced,5067.0,6759.0,1.0
5429,33.0,Travel_Rarely,267.0,Research & Development,21.0,3.0,Medical,1.0,2.0,Male,79.0,4.0,1.0,Laboratory Technician,2.0,Married,2028.0,13637.0,1.0
5430,33.0,Travel_Rarely,267.0,Research & Development,21.0,3.0,Medical,1.0,2.0,Male,79.0,4.0,1.0,Laboratory Technician,2.0,Married,2028.0,13637.0,1.0
5431,33.0,Travel_Rarely,267.0,Research & Development,21.0,3.0,Medical,1.0,2.0,Male,79.0,4.0,1.0,Laboratory Technician,2.0,Married,2028.0,13637.0,1.0
5432,35.0,Travel_Frequently,482.0,Research & Development,193929.0,4.0,Life Sciences,1.0,3.0,Male,87.0,3.0,2.0,Research Scientist,3.0,Single,4249.0,2690.0,1.0
5433,35.0,Travel_Frequently,482.0,Research & Development,193929.0,4.0,Life Sciences,1.0,3.0,Male,87.0,3.0,2.0,Research Scientist,3.0,Single,4249.0,2690.0,1.0
5434,30.0,Non-Travel,1398.0,Sales,22.0,4.0,Other,1.0,3.0,Female,69.0,3.0,3.0,Sales Executive,1.0,Married,8412.0,2890.0,0.0
5435,30.0,Non-Travel,1398.0,Sales,22.0,4.0,Other,1.0,3.0,Female,69.0,3.0,3.0,Sales Executive,1.0,Married,8412.0,2890.0,0.0
5436,30.0,Non-Travel,1398.0,Sales,22.0,4.0,Other,1.0,3.0,Female,69.0,3.0,3.0,Sales Executive,1.0,Married,8412.0,2890.0,0.0
5437,4973.0,Travel_Frequently,430.0,Research & Development,24.0,4.0,Life Sciences,1.0,1.0,Male,80.0,3.0,2.0,Laboratory Technician,4.0,Married,5309.0,21146.0,1.0
5438,4973.0,Travel_Frequently,430.0,Research & Development,24.0,4.0,Life Sciences,1.0,1.0,Male,80.0,3.0,2.0,Laboratory Technician,4.0,Married,5309.0,21146.0,1.0
5439,4973.0,Travel_Frequently,430.0,Research & Development,24.0,4.0,Life Sciences,1.0,1.0,Male,80.0,3.0,2.0,Laboratory Technician,4.0,Married,5309.0,21146.0,1.0
5440,42.0,Non-Travel,355.0,Research & Development,10.0,4.0,Technical Degree,1.0,3.0,Male,38.0,3.0,1.0,Research Scientist,3.0,Married,2936.0,6161.0,3.0
5441,42.0,Non-Travel,355.0,Research & Development,10.0,4.0,Technical Degree,1.0,3.0,Male,38.0,3.0,1.0,Research Scientist,3.0,Married,2936.0,6161.0,3.0
5442,54.0,Travel_Rarely,376.0,Research & Development,19.0,4.0,Medical,1.0,4.0,Female,95.0,3.0,2.0,Manufacturing Director,1.0,Divorced,5485.0,22670.0,9.0
5443,32.0,Travel_Rarely,334.0,Research & Development,5.0,2.0,Life Sciences,1.0,1.0,Male,80.0,4.0,1.0,Research Scientist,2.0,Divorced,3298.0,15053.0,0.0
5444,32.0,Travel_Rarely,334.0,Research & Development,5.0,2.0,Life Sciences,1.0,1.0,Male,80.0,4.0,1.0,Research Scientist,2.0,Divorced,3298.0,15053.0,0.0
5445,32.0,Travel_Rarely,334.0,Research & Development,5.0,2.0,Life Sciences,1.0,1.0,Male,80.0,4.0,1.0,Research Scientist,2.0,Divorced,3298.0,15053.0,0.0
5446,8534.0,Travel_Rarely,516.0,Research & Development,8.0,5.0,Life Sciences,1.0,4.0,Male,69.0,3.0,2.0,Healthcare Representative,3.0,Single,6388.0,22049.0,2.0
5447,8534.0,Travel_Rarely,516.0,Research & Development,8.0,5.0,Life Sciences,1.0,4.0,Male,69.0,3.0,2.0,Healthcare Representative,3.0,Single,6388.0,22049.0,2.0
5448,30.0,Non-Travel,641.0,Sales,25.0,2.0,Technical Degree,1.0,4.0,Female,85.0,3.0,2.0,Sales Executive,3.0,Married,4736.0,6069.0,7.0
5449,35.0,Travel_Rarely,763.0,Sales,15.0,2.0,Medical,1.0,1.0,Male,59.0,1.0,2.0,Sales Executive,4.0,Divorced,5440.0,22098.0,6.0
5450,35.0,Travel_Rarely,763.0,Sales,15.0,2.0,Medical,1.0,1.0,Male,59.0,1.0,2.0,Sales Executive,4.0,Divorced,5440.0,22098.0,6.0
5451,35.0,Travel_Rarely,763.0,Sales,15.0,2.0,Medical,1.0,1.0,Male,59.0,1.0,2.0,Sales Executive,4.0,Divorced,5440.0,22098.0,6.0
5452,42.0,Travel_Rarely,319.0,Research & Development,24.0,3.0,Medical,1.0,4.0,Male,56.0,3.0,3.0,Manufacturing Director,1.0,Married,7406.0,6950.0,1.0
5453,42.0,Travel_Rarely,319.0,Research & Development,24.0,3.0,Medical,1.0,4.0,Male,56.0,3.0,3.0,Manufacturing Director,1.0,Married,7406.0,6950.0,1.0
5454,42.0,Travel_Rarely,319.0,Research & Development,24.0,3.0,Medical,1.0,4.0,Male,56.0,3.0,3.0,Manufacturing Director,1.0,Married,7406.0,6950.0,1.0
5455,43.0,Travel_Frequently,185.0,Research & Development,10.0,4.0,Life Sciences,1.0,3.0,Female,33.0,3.0,1.0,Laboratory Technician,4.0,Single,2455.0,10675.0,0.0
5456,25.0,Travel_Rarely,1356.0,Sales,10.0,4.0,Life Sciences,1.0,3.0,Male,57.0,3.0,2.0,Sales Executive,4.0,Single,4950.0,20623.0,0.0
5457,34.0,Travel_Rarely,1153.0,Research & Development,1.0,2.0,Medical,1.0,1.0,Male,94.0,3.0,2.0,Manufacturing Director,2.0,Married,4325.0,17736.0,1.0
5458,8314.0,Travel_Frequently,1480.0,Research & Development,3.0,2.0,Medical,1.0,4.0,Male,30.0,3.0,1.0,Laboratory Technician,2.0,Single,2088.0,15062.0,4.0
5459,8314.0,Travel_Frequently,1480.0,Research & Development,3.0,2.0,Medical,1.0,4.0,Male,30.0,3.0,1.0,Laboratory Technician,2.0,Single,2088.0,15062.0,4.0
5460,8314.0,Travel_Frequently,1480.0,Research & Development,3.0,2.0,Medical,1.0,4.0,Male,30.0,3.0,1.0,Laboratory Technician,2.0,Single,2088.0,15062.0,4.0
5461,50.0,Travel_Rarely,316.0,Sales,8.0,4.0,Marketing,1.0,4.0,Male,54.0,3.0,1.0,Sales Representative,2.0,Married,3875.0,9983.0,7.0
5462,50.0,Travel_Rarely,316.0,Sales,8.0,4.0,Marketing,1.0,4.0,Male,54.0,3.0,1.0,Sales Representative,2.0,Married,3875.0,9983.0,7.0
5463,50.0,Travel_Rarely,316.0,Sales,8.0,4.0,Marketing,1.0,4.0,Male,54.0,3.0,1.0,Sales Representative,2.0,Married,3875.0,9983.0,7.0
5464,46.0,Travel_Rarely,705.0,Sales,2.0,4.0,Marketing,1.0,2.0,Female,83.0,3.0,5.0,Manager,1.0,Single,18947.0,22822.0,3.0
5465,46.0,Travel_Rarely,705.0,Sales,2.0,4.0,Marketing,1.0,2.0,Female,83.0,3.0,5.0,Manager,1.0,Single,18947.0,22822.0,3.0
5466,41.0,Travel_Rarely,427.0,Human Resources,10.0,4.0,Human Resources,1.0,2.0,Male,73.0,2.0,5.0,Manager,4.0,Divorced,19141.0,8861.0,3.0
5467,4130.0,Non-Travel,1094.0,Sales,28.0,3.0,Other,1.0,3.0,Male,58.0,1.0,3.0,Sales Executive,1.0,Divorced,10932.0,11373.0,3.0
5468,4130.0,Non-Travel,1094.0,Sales,28.0,3.0,Other,1.0,3.0,Male,58.0,1.0,3.0,Sales Executive,1.0,Divorced,10932.0,11373.0,3.0
5469,4130.0,Non-Travel,1094.0,Sales,28.0,3.0,Other,1.0,3.0,Male,58.0,1.0,3.0,Sales Executive,1.0,Divorced,10932.0,11373.0,3.0
5470,50.0,Travel_Rarely,264.0,Sales,9.0,3.0,Marketing,1.0,3.0,Male,59.0,3.0,5.0,Manager,3.0,Married,19331.0,19519.0,4.0
5471,34.0,Travel_Frequently,560.0,Research & Development,1.0,4.0,Other,1.0,4.0,Male,91.0,3.0,1.0,Research Scientist,1.0,Divorced,2996.0,20284.0,5.0
5472,34.0,Travel_Frequently,560.0,Research & Development,1.0,4.0,Other,1.0,4.0,Male,91.0,3.0,1.0,Research Scientist,1.0,Divorced,2996.0,20284.0,5.0
5473,55.0,Travel_Rarely,1441.0,Research & Development,22.0,3.0,Technical Degree,1.0,1.0,Male,94.0,2.0,1.0,Research Scientist,2.0,Divorced,3537.0,23737.0,5.0
5474,55.0,Travel_Rarely,1441.0,Research & Development,22.0,3.0,Technical Degree,1.0,1.0,Male,94.0,2.0,1.0,Research Scientist,2.0,Divorced,3537.0,23737.0,5.0
5475,55.0,Travel_Rarely,1441.0,Research & Development,22.0,3.0,Technical Degree,1.0,1.0,Male,94.0,2.0,1.0,Research Scientist,2.0,Divorced,3537.0,23737.0,5.0
5476,38.0,Travel_Rarely,168.0,Research & Development,1.0,3.0,Life Sciences,1.0,3.0,Female,81.0,3.0,3.0,Manufacturing Director,3.0,Single,7861.0,15397.0,4.0
5477,36.0,Travel_Rarely,216.0,Research & Development,6.0,2.0,Medical,1.0,2.0,Male,84.0,3.0,2.0,Manufacturing Director,2.0,Divorced,4941.0,2819.0,6.0
5478,30.0,Travel_Rarely,1329.0,Sales,29.0,4.0,Life Sciences,1.0,3.0,Male,61.0,3.0,2.0,Sales Executive,1.0,Divorced,4115.0,13192.0,8.0
5479,4328.0,Travel_Rarely,431.0,Research & Development,7.0,4.0,Medical,1.0,4.0,Female,68.0,3.0,2.0,Research Scientist,4.0,Married,6854.0,15696.0,4.0
5480,4328.0,Travel_Rarely,431.0,Research & Development,7.0,4.0,Medical,1.0,4.0,Female,68.0,3.0,2.0,Research Scientist,4.0,Married,6854.0,15696.0,4.0
5481,25.0,Travel_Rarely,867.0,Sales,963929.0,2.0,Marketing,1.0,3.0,Male,36.0,2.0,1.0,Sales Representative,2.0,Married,2413.0,18798.0,1.0
5482,34.0,Travel_Frequently,735.0,Research & Development,22.0,4.0,Other,1.0,3.0,Male,86.0,2.0,2.0,Research Scientist,4.0,Married,5747.0,26496.0,1.0
5483,34.0,Travel_Frequently,735.0,Research & Development,22.0,4.0,Other,1.0,3.0,Male,86.0,2.0,2.0,Research Scientist,4.0,Married,5747.0,26496.0,1.0
5484,40.0,Non-Travel,1142.0,Research & Development,8.0,2.0,Life Sciences,1.0,4.0,Male,72.0,3.0,2.0,Healthcare Representative,4.0,Divorced,4069.0,8841.0,3.0
5485,40.0,Non-Travel,1142.0,Research & Development,8.0,2.0,Life Sciences,1.0,4.0,Male,72.0,3.0,2.0,Healthcare Representative,4.0,Divorced,4069.0,8841.0,3.0
5486,35.0,Travel_Rarely,556.0,Research & Development,23.0,2.0,Life Sciences,1.0,2.0,Male,50.0,2.0,2.0,Manufacturing Director,3.0,Married,5916.0,15497.0,3.0
5487,35.0,Travel_Rarely,556.0,Research & Development,23.0,2.0,Life Sciences,1.0,2.0,Male,50.0,2.0,2.0,Manufacturing Director,3.0,Married,5916.0,15497.0,3.0
5488,26.0,Travel_Rarely,192.0,Research & Development,1.0,2.0,Medical,1.0,1.0,Male,59.0,2.0,1.0,Laboratory Technician,1.0,Married,3955.0,11141.0,1.0
5489,26.0,Travel_Rarely,192.0,Research & Development,1.0,2.0,Medical,1.0,1.0,Male,59.0,2.0,1.0,Laboratory Technician,1.0,Married,3955.0,11141.0,1.0
5490,26.0,Travel_Rarely,192.0,Research & Development,1.0,2.0,Medical,1.0,1.0,Male,59.0,2.0,1.0,Laboratory Technician,1.0,Married,3955.0,11141.0,1.0
5491,39.0,Travel_Rarely,119.0,Sales,15.0,4.0,Marketing,1.0,2.0,Male,77.0,3.0,4.0,Sales Executive,1.0,Single,13341.0,25098.0,0.0
5492,39.0,Travel_Rarely,119.0,Sales,15.0,4.0,Marketing,1.0,2.0,Male,77.0,3.0,4.0,Sales Executive,1.0,Single,13341.0,25098.0,0.0
5493,39.0,Travel_Rarely,119.0,Sales,15.0,4.0,Marketing,1.0,2.0,Male,77.0,3.0,4.0,Sales Executive,1.0,Single,13341.0,25098.0,0.0
5494,41.0,Non-Travel,247.0,Research & Development,7.0,1.0,Life Sciences,1.0,2.0,Female,55.0,1.0,5.0,Research Director,3.0,Divorced,19973.0,20284.0,1.0
5495,41.0,Non-Travel,247.0,Research & Development,7.0,1.0,Life Sciences,1.0,2.0,Female,55.0,1.0,5.0,Research Director,3.0,Divorced,19973.0,20284.0,1.0
5496,45.0,Non-Travel,248.0,Research & Development,23.0,2.0,Life Sciences,1.0,4.0,Male,42.0,3.0,2.0,Laboratory Technician,1.0,Married,3633.0,14039.0,1.0
5497,45.0,Non-Travel,248.0,Research & Development,23.0,2.0,Life Sciences,1.0,4.0,Male,42.0,3.0,2.0,Laboratory Technician,1.0,Married,3633.0,14039.0,1.0
5498,45.0,Non-Travel,248.0,Research & Development,23.0,2.0,Life Sciences,1.0,4.0,Male,42.0,3.0,2.0,Laboratory Technician,1.0,Married,3633.0,14039.0,1.0
5499,20.0,Travel_Rarely,129.0,Research & Development,4.0,3.0,Technical Degree,1.0,1.0,Male,84.0,3.0,1.0,Laboratory Technician,1.0,Single,2973.0,13008.0,1.0
5500,20.0,Travel_Rarely,129.0,Research & Development,4.0,3.0,Technical Degree,1.0,1.0,Male,84.0,3.0,1.0,Laboratory Technician,1.0,Single,2973.0,13008.0,1.0
5501,20.0,Travel_Rarely,129.0,Research & Development,4.0,3.0,Technical Degree,1.0,1.0,Male,84.0,3.0,1.0,Laboratory Technician,1.0,Single,2973.0,13008.0,1.0
5502,40.0,Travel_Rarely,630.0,Sales,4.0,4.0,Marketing,1.0,3.0,Male,67.0,2.0,3.0,Sales Executive,4.0,Married,10855.0,8552.0,7.0
5503,40.0,Travel_Rarely,630.0,Sales,4.0,4.0,Marketing,1.0,3.0,Male,67.0,2.0,3.0,Sales Executive,4.0,Married,10855.0,8552.0,7.0
5504,29.0,Travel_Rarely,1252.0,Research & Development,809361.0,2.0,Life Sciences,1.0,3.0,Male,81.0,4.0,1.0,Research Scientist,3.0,Married,2700.0,23779.0,1.0
5505,29.0,Travel_Rarely,1252.0,Research & Development,809361.0,2.0,Life Sciences,1.0,3.0,Male,81.0,4.0,1.0,Research Scientist,3.0,Married,2700.0,23779.0,1.0
5506,40.0,Travel_Rarely,1300.0,Research & Development,24.0,2.0,Technical Degree,1.0,1.0,Male,62.0,3.0,2.0,Research Scientist,4.0,Divorced,3319.0,24447.0,1.0
5507,22.0,Travel_Rarely,604.0,Research & Development,6.0,1.0,Medical,1.0,1.0,Male,69.0,3.0,1.0,Research Scientist,3.0,Married,2773.0,12145.0,0.0
5508,22.0,Travel_Rarely,604.0,Research & Development,6.0,1.0,Medical,1.0,1.0,Male,69.0,3.0,1.0,Research Scientist,3.0,Married,2773.0,12145.0,0.0
5509,22.0,Travel_Rarely,604.0,Research & Development,6.0,1.0,Medical,1.0,1.0,Male,69.0,3.0,1.0,Research Scientist,3.0,Married,2773.0,12145.0,0.0
5510,28.0,Travel_Frequently,289.0,Research & Development,140916.0,2.0,Medical,1.0,3.0,Male,38.0,2.0,1.0,Laboratory Technician,1.0,Single,2561.0,5355.0,7.0
5511,28.0,Travel_Frequently,289.0,Research & Development,140916.0,2.0,Medical,1.0,3.0,Male,38.0,2.0,1.0,Laboratory Technician,1.0,Single,2561.0,5355.0,7.0
5512,28.0,Travel_Frequently,289.0,Research & Development,140916.0,2.0,Medical,1.0,3.0,Male,38.0,2.0,1.0,Laboratory Technician,1.0,Single,2561.0,5355.0,7.0
5513,27.0,Travel_Rarely,1420.0,Sales,2.0,1.0,Marketing,1.0,3.0,Male,85.0,3.0,1.0,Sales Representative,1.0,Divorced,3041.0,16346.0,0.0
5514,27.0,Travel_Rarely,1420.0,Sales,2.0,1.0,Marketing,1.0,3.0,Male,85.0,3.0,1.0,Sales Representative,1.0,Divorced,3041.0,16346.0,0.0
5515,27.0,Travel_Rarely,1420.0,Sales,2.0,1.0,Marketing,1.0,3.0,Male,85.0,3.0,1.0,Sales Representative,1.0,Divorced,3041.0,16346.0,0.0
5516,36.0,Travel_Rarely,1041.0,Human Resources,825100.0,3.0,Human Resources,1.0,3.0,Male,36.0,3.0,1.0,Human Resources,2.0,Married,2143.0,25527.0,4.0
5517,36.0,Travel_Rarely,1041.0,Human Resources,825100.0,3.0,Human Resources,1.0,3.0,Male,36.0,3.0,1.0,Human Resources,2.0,Married,2143.0,25527.0,4.0
5518,36.0,Travel_Rarely,1041.0,Human Resources,825100.0,3.0,Human Resources,1.0,3.0,Male,36.0,3.0,1.0,Human Resources,2.0,Married,2143.0,25527.0,4.0
5519,31.0,Travel_Rarely,1112.0,Sales,5.0,4.0,Life Sciences,1.0,1.0,Female,67.0,3.0,2.0,Sales Executive,4.0,Married,5476.0,22589.0,1.0
5520,31.0,Travel_Rarely,1112.0,Sales,5.0,4.0,Life Sciences,1.0,1.0,Female,67.0,3.0,2.0,Sales Executive,4.0,Married,5476.0,22589.0,1.0
5521,31.0,Travel_Rarely,1112.0,Sales,5.0,4.0,Life Sciences,1.0,1.0,Female,67.0,3.0,2.0,Sales Executive,4.0,Married,5476.0,22589.0,1.0
5522,24.0,Travel_Frequently,897.0,Human Resources,10.0,3.0,Medical,1.0,1.0,Male,59.0,3.0,1.0,Human Resources,4.0,Married,2145.0,2097.0,0.0
5523,44.0,Non-Travel,111.0,Research & Development,17.0,3.0,Life Sciences,1.0,4.0,Male,74.0,1.0,1.0,Research Scientist,3.0,Single,2290.0,4279.0,2.0
5524,44.0,Non-Travel,111.0,Research & Development,17.0,3.0,Life Sciences,1.0,4.0,Male,74.0,1.0,1.0,Research Scientist,3.0,Single,2290.0,4279.0,2.0
5525,29.0,Travel_Frequently,1413.0,Sales,1.0,1.0,Medical,1.0,2.0,Female,42.0,3.0,3.0,Sales Executive,4.0,Married,7918.0,6599.0,1.0
5526,48.0,Travel_Rarely,1355.0,Research & Development,4.0,4.0,Life Sciences,1.0,3.0,Male,78.0,2.0,3.0,Healthcare Representative,3.0,Single,10999.0,22245.0,7.0
5527,48.0,Travel_Rarely,1355.0,Research & Development,4.0,4.0,Life Sciences,1.0,3.0,Male,78.0,2.0,3.0,Healthcare Representative,3.0,Single,10999.0,22245.0,7.0
5528,38.0,Travel_Rarely,833.0,Research & Development,18.0,3.0,Medical,1.0,2.0,Male,60.0,1.0,2.0,Healthcare Representative,4.0,Married,5811.0,24539.0,3.0
5529,38.0,Travel_Rarely,833.0,Research & Development,18.0,3.0,Medical,1.0,2.0,Male,60.0,1.0,2.0,Healthcare Representative,4.0,Married,5811.0,24539.0,3.0
5530,28.0,Non-Travel,1366.0,Research & Development,24.0,2.0,Technical Degree,1.0,2.0,Male,72.0,2.0,3.0,Healthcare Representative,1.0,Single,8722.0,12355.0,1.0
5531,28.0,Non-Travel,1366.0,Research & Development,24.0,2.0,Technical Degree,1.0,2.0,Male,72.0,2.0,3.0,Healthcare Representative,1.0,Single,8722.0,12355.0,1.0
5532,28.0,Non-Travel,1366.0,Research & Development,24.0,2.0,Technical Degree,1.0,2.0,Male,72.0,2.0,3.0,Healthcare Representative,1.0,Single,8722.0,12355.0,1.0
5533,30.0,Travel_Frequently,721.0,Research & Development,1.0,2.0,Medical,1.0,3.0,Female,58.0,3.0,2.0,Laboratory Technician,4.0,Single,4011.0,10781.0,1.0
5534,30.0,Travel_Frequently,721.0,Research & Development,1.0,2.0,Medical,1.0,3.0,Female,58.0,3.0,2.0,Laboratory Technician,4.0,Single,4011.0,10781.0,1.0
5535,38.0,Travel_Rarely,243.0,Sales,418093.0,4.0,Marketing,1.0,4.0,Female,46.0,2.0,2.0,Sales Executive,4.0,Single,4028.0,7791.0,0.0
5536,38.0,Travel_Rarely,243.0,Sales,418093.0,4.0,Marketing,1.0,4.0,Female,46.0,2.0,2.0,Sales Executive,4.0,Single,4028.0,7791.0,0.0
5537,39.0,Travel_Frequently,672.0,Research & Development,7.0,2.0,Medical,1.0,3.0,Male,54.0,2.0,5.0,Manager,4.0,Married,19272.0,21141.0,1.0
5538,39.0,Travel_Frequently,672.0,Research & Development,7.0,2.0,Medical,1.0,3.0,Male,54.0,2.0,5.0,Manager,4.0,Married,19272.0,21141.0,1.0
5539,33.0,Travel_Frequently,1076.0,Research & Development,3.0,3.0,Life Sciences,1.0,1.0,Male,70.0,3.0,1.0,Research Scientist,1.0,Single,3348.0,3164.0,1.0
5540,33.0,Travel_Frequently,1076.0,Research & Development,3.0,3.0,Life Sciences,1.0,1.0,Male,70.0,3.0,1.0,Research Scientist,1.0,Single,3348.0,3164.0,1.0
5541,33.0,Travel_Frequently,1076.0,Research & Development,3.0,3.0,Life Sciences,1.0,1.0,Male,70.0,3.0,1.0,Research Scientist,1.0,Single,3348.0,3164.0,1.0
5542,46.0,Travel_Rarely,669.0,Sales,9.0,2.0,Medical,1.0,3.0,Male,64.0,2.0,3.0,Sales Executive,4.0,Single,9619.0,13596.0,1.0
5543,46.0,Travel_Rarely,669.0,Sales,9.0,2.0,Medical,1.0,3.0,Male,64.0,2.0,3.0,Sales Executive,4.0,Single,9619.0,13596.0,1.0
5544,46.0,Travel_Rarely,669.0,Sales,9.0,2.0,Medical,1.0,3.0,Male,64.0,2.0,3.0,Sales Executive,4.0,Single,9619.0,13596.0,1.0
5545,31.0,Travel_Frequently,1445.0,Research & Development,1.0,5.0,Life Sciences,1.0,3.0,Female,100.0,4.0,3.0,Manufacturing Director,2.0,Single,7446.0,8931.0,1.0
5546,33.0,Travel_Rarely,134.0,Research & Development,2.0,3.0,Life Sciences,1.0,3.0,Male,90.0,3.0,1.0,Research Scientist,4.0,Single,2500.0,10515.0,0.0
5547,30.0,Travel_Rarely,1275.0,Research & Development,28.0,2.0,Medical,1.0,4.0,Female,64.0,3.0,2.0,Research Scientist,4.0,Married,5775.0,11934.0,1.0
5548,30.0,Travel_Rarely,1275.0,Research & Development,28.0,2.0,Medical,1.0,4.0,Female,64.0,3.0,2.0,Research Scientist,4.0,Married,5775.0,11934.0,1.0
5549,21.0,Travel_Rarely,501.0,Sales,5.0,1.0,Medical,1.0,3.0,Male,58.0,3.0,1.0,Sales Representative,1.0,Single,2380.0,25479.0,1.0
5550,21.0,Travel_Rarely,501.0,Sales,5.0,1.0,Medical,1.0,3.0,Male,58.0,3.0,1.0,Sales Representative,1.0,Single,2380.0,25479.0,1.0
5551,21.0,Travel_Rarely,501.0,Sales,5.0,1.0,Medical,1.0,3.0,Male,58.0,3.0,1.0,Sales Representative,1.0,Single,2380.0,25479.0,1.0
5552,44.0,Travel_Frequently,383.0,Sales,1.0,5.0,Marketing,1.0,1.0,Female,79.0,3.0,2.0,Sales Executive,3.0,Married,4768.0,9282.0,7.0
5553,44.0,Travel_Frequently,383.0,Sales,1.0,5.0,Marketing,1.0,1.0,Female,79.0,3.0,2.0,Sales Executive,3.0,Married,4768.0,9282.0,7.0
5554,47.0,Travel_Rarely,983.0,Research & Development,2.0,2.0,Medical,1.0,1.0,Female,65.0,3.0,2.0,Manufacturing Director,4.0,Divorced,5070.0,7389.0,5.0
5555,47.0,Travel_Rarely,983.0,Research & Development,2.0,2.0,Medical,1.0,1.0,Female,65.0,3.0,2.0,Manufacturing Director,4.0,Divorced,5070.0,7389.0,5.0
5556,47.0,Travel_Rarely,983.0,Research & Development,2.0,2.0,Medical,1.0,1.0,Female,65.0,3.0,2.0,Manufacturing Director,4.0,Divorced,5070.0,7389.0,5.0
5557,39.0,Non-Travel,1251.0,Sales,21.0,4.0,Life Sciences,1.0,1.0,Female,32.0,1.0,2.0,Sales Executive,3.0,Married,5736.0,3987.0,6.0
5558,39.0,Non-Travel,1251.0,Sales,21.0,4.0,Life Sciences,1.0,1.0,Female,32.0,1.0,2.0,Sales Executive,3.0,Married,5736.0,3987.0,6.0
5559,39.0,Non-Travel,1251.0,Sales,21.0,4.0,Life Sciences,1.0,1.0,Female,32.0,1.0,2.0,Sales Executive,3.0,Married,5736.0,3987.0,6.0
5560,31.0,Travel_Rarely,655.0,Research & Development,7.0,4.0,Life Sciences,1.0,4.0,Male,48.0,3.0,2.0,Laboratory Technician,4.0,Divorced,5915.0,9528.0,3.0
5561,31.0,Travel_Rarely,655.0,Research & Development,7.0,4.0,Life Sciences,1.0,4.0,Male,48.0,3.0,2.0,Laboratory Technician,4.0,Divorced,5915.0,9528.0,3.0
5562,24.0,Non-Travel,673.0,Research & Development,11.0,2.0,Other,1.0,1.0,Female,96.0,4.0,2.0,Manufacturing Director,3.0,Divorced,4011.0,8232.0,0.0
5563,42.0,Travel_Frequently,555.0,Sales,26.0,3.0,Marketing,1.0,3.0,Female,77.0,3.0,4.0,Sales Executive,2.0,Married,13525.0,14864.0,5.0
5564,42.0,Travel_Frequently,555.0,Sales,26.0,3.0,Marketing,1.0,3.0,Female,77.0,3.0,4.0,Sales Executive,2.0,Married,13525.0,14864.0,5.0
5565,42.0,Travel_Frequently,555.0,Sales,26.0,3.0,Marketing,1.0,3.0,Female,77.0,3.0,4.0,Sales Executive,2.0,Married,13525.0,14864.0,5.0
